time,BTC,ETH,BCH,DASH,BNB,XMR,LTC,NEO,ETC,VEN,EOS,XTZ,MIOTA,USDT,ADA,XEM,XRP,XLM,TRX,DOGE
2018-12-18,3727.99,102.19,110.99,75.32,5.696,48.01,30.98,7.152,4.28,1.5270000000000001,2.77,0.506,0.2969,1.016,0.035190000000000006,0.06728,0.3561,0.1148,0.015150000000000002,0.002574
2018-12-19,3969.7,109.23,142.55,78.24,5.665,48.24,31.54,6.97,4.83,1.536,2.88,0.4842,0.3163,1.081,0.03894,0.07662000000000001,0.39980000000000004,0.1275,0.01802,0.002793
2018-12-20,4225.52,118.89,208.08,102.08,6.095,55.49,33.3,7.849,5.02,1.701,2.88,0.5646,0.3628,1.039,0.03996,0.07516,0.395,0.1273,0.0179,0.002704
2018-12-21,4247.71,112.21,216.97,93.26,5.603,53.18,31.18,6.999,4.92,1.6019999999999999,2.9,0.5177,0.3618,1.105,0.04494,0.07918,0.3906,0.1346,0.023020000000000002,0.002675
2018-12-22,4060.34,118.65,216.74,96.64,6.108,54.29,32.2,7.491,4.971,1.663,2.71,0.5538000000000001,0.3549,1.027,0.04215000000000001,0.07612000000000001,0.36970000000000003,0.1228,0.0219,0.0024809999999999997
2018-12-23,4117.65,132.29,210.56,91.73,6.18,53.98,34.12,8.33,5.13,1.647,3.09,0.56,0.39380000000000004,1.045,0.0448,0.07607000000000001,0.38980000000000004,0.1296,0.02264,0.002554
2018-12-24,4303.37,161.25,208.59,100.09,6.327,57.64,35.21,9.36,5.61,1.678,3.2,0.5999,0.3992,1.071,0.04957,0.08115,0.4601,0.1438,0.02417,0.0026000000000000003
2018-12-25,4094.61,141.84,177.7,86.05,5.833,52.92,31.64,8.62,5.18,1.576,2.83,0.5402,0.3629,1.092,0.04558,0.07663,0.4126,0.1325,0.02135,0.0025139999999999997
2018-12-26,3923.93,135.94,189.55,86.87,5.742,51.69,31.89,8.29,5.65,1.5819999999999999,2.76,0.5119,0.3546,1.037,0.04411,0.0722,0.39780000000000004,0.1262,0.021460000000000003,0.002448
2018-12-27,3888.92,133.94,178.13,80.29,5.422,46.82,29.49,8.07,5.83,1.499,2.67,0.5378000000000001,0.3473,1.088,0.041740000000000006,0.07238,0.3844,0.1211,0.02085,0.0024159999999999997
2018-12-28,4007.71,141.13,179.47,85.63,6.119,51.76,33.58,8.44,5.6,1.623,2.8,0.5387000000000001,0.3759,1.043,0.04301000000000001,0.07328000000000001,0.3885,0.12510000000000002,0.02154,0.002433
2018-12-29,4004.14,141.86,181.24,82.13,5.8469999999999995,48.45,32.18,8.65,5.54,1.561,2.88,0.5378000000000001,0.382,1.084,0.04462000000000001,0.07373,0.3915,0.1242,0.02154,0.002447
2018-12-30,3925.18,142.13,213.41,84.66,6.039,49.52,32.44,8.365,5.41,1.601,2.77,0.5216000000000001,0.3695,1.032,0.044230000000000005,0.07359,0.3759,0.12140000000000001,0.020870000000000003,0.002431
2018-12-31,3904.28,135.99,266.98,81.96,6.243,47.55,31.02,7.817,5.41,1.54,2.76,0.5316000000000001,0.3779,1.055,0.044520000000000004,0.07068,0.38170000000000004,0.11860000000000001,0.020550000000000002,0.0024000000000000002
2019-01-01,3938.75,145.16,173.09,82.49,6.418,49.05,32.86,8.056,5.38,1.595,2.76,0.4949,0.3768,1.037,0.042730000000000004,0.07023,0.37110000000000004,0.1168,0.02024,0.002437
2019-01-02,3989.59,158.28,174.97,85.95,6.286,54.66,33.98,8.748,5.54,1.6280000000000001,3.01,0.5328,0.4081,1.033,0.046950000000000006,0.06973,0.38570000000000004,0.1212,0.020950000000000003,0.00248
2019-01-03,3965.52,152.9,177.83,84.2,6.018,51.25,32.62,8.461,5.51,1.577,2.96,0.5028,0.40540000000000004,1.053,0.04539000000000001,0.06897,0.3805,0.1202,0.02134,0.0024319999999999997
2019-01-04,3901.65,158.8,164.2,83.72,6.191,51.52,33.2,8.033,5.41,1.592,2.85,0.5013000000000001,0.3976,1.029,0.0449,0.06849000000000001,0.3662,0.1168,0.02253,0.0023539999999999998
2019-01-05,3926.92,160.54,179.66,81.46,6.153,51.39,36.61,7.893,5.345,1.585,2.87,0.5007,0.3919,1.071,0.046250000000000006,0.06712,0.36970000000000003,0.11750000000000001,0.02414,0.00231
2019-01-06,4145.16,166.94,168.91,86.94,6.634,55.76,40.63,9.08,5.67,1.686,3.01,0.5216000000000001,0.3951,1.039,0.04995,0.06771,0.3784,0.1218,0.024030000000000003,0.00234
2019-01-07,4132.62,156.71,176.42,86.31,6.379,55.21,39.51,8.744,5.57,1.665,2.96,0.543,0.3912,1.039,0.05117000000000001,0.06768,0.38070000000000004,0.1258,0.02485,0.0024500000000000004
2019-01-08,4156.16,152.42,176.79,83.72,6.837,54.11,40.69,9.73,5.18,1.661,2.94,0.5475,0.3839,1.05,0.06757,0.06735000000000001,0.3763,0.1265,0.027270000000000003,0.002309
2019-01-09,4092.91,153.31,176.87,88.33,6.922,54.45,40.26,10.08,5.16,1.6640000000000001,3.03,0.5398000000000001,0.38070000000000004,1.032,0.05315,0.06734000000000001,0.3759,0.12610000000000002,0.030250000000000003,0.002242
2019-01-10,4085.09,152.75,153.55,78.68,6.063,48.27,35.65,9.68,5.11,1.508,3.05,0.5244,0.3791,1.139,0.06305000000000001,0.06644,0.39180000000000004,0.1297,0.03543,0.002225
2019-01-11,3729.69,129.45,146.23,75.11,6.244,46.45,33.79,8.2,4.64,1.508,2.5,0.463,0.3244,1.034,0.04603,0.06430000000000001,0.3395,0.10980000000000001,0.028310000000000002,0.002147
2019-01-12,3692.12,128.07,135.9,74.28,6.029,45.8,32.57,7.893,4.82,1.506,2.49,0.45580000000000004,0.3185,1.03,0.04526,0.060770000000000005,0.33630000000000004,0.1081,0.025370000000000004,0.002131
2019-01-13,3675.2,122.3,125.88,72.13,5.835,44.28,32.18,7.93,4.63,1.46,2.47,0.4046,0.31570000000000004,1.057,0.044640000000000006,0.06314,0.3372,0.1135,0.02414,0.00215
2019-01-14,3748.88,131.08,150.5,74.71,6.186,46.3,32.9,8.17,4.55,1.522,2.54,0.43710000000000004,0.3151,1.034,0.044680000000000004,0.060480000000000006,0.3428,0.1114,0.02629,0.002144
2019-01-15,3724.3,128.52,127.28,71.34,6.058,45.45,32.14,7.614,4.48,1.488,2.52,0.43520000000000003,0.3138,1.047,0.04472,0.060880000000000004,0.3391,0.11170000000000001,0.026920000000000003,0.00214
2019-01-16,3704.37,126.34,141.59,72.19,6.275,46.32,31.94,7.807,4.45,1.498,2.5,0.43710000000000004,0.3129,1.032,0.045790000000000004,0.058210000000000005,0.3376,0.1095,0.025670000000000002,0.002095
2019-01-17,3695.28,125.01,134.85,72.93,6.449,47.1,32.22,7.825,4.6,1.5150000000000001,2.58,0.4379,0.3277,1.022,0.046650000000000004,0.05877,0.3342,0.10940000000000001,0.02645,0.002094
2019-01-18,3685.39,122.9,144.68,72.19,6.661,45.6,31.77,7.638,4.4030000000000005,1.499,2.55,0.4408,0.3176,1.025,0.04623000000000001,0.06012000000000001,0.33180000000000004,0.10980000000000001,0.02594,0.002093
2019-01-19,3799.62,125.51,174.79,74.0,6.736,46.4,33.07,8.47,4.6370000000000005,1.533,2.59,0.46740000000000004,0.3325,1.035,0.047380000000000005,0.058750000000000004,0.3442,0.11220000000000001,0.025750000000000002,0.00214
2019-01-20,3754.65,119.48,153.93,70.57,6.543,44.35,32.05,8.25,4.5,1.466,2.52,0.436,0.3205,1.062,0.047450000000000006,0.058530000000000006,0.3355,0.10940000000000001,0.02517,0.002139
2019-01-21,3599.83,118.66,134.23,70.3,6.587,44.76,31.35,7.527,4.333,1.468,2.43,0.43160000000000004,0.3194,1.02,0.04551,0.05795,0.3246,0.105,0.026010000000000002,0.002085
2019-01-22,3635.69,119.23,141.75,71.9,6.624,46.29,31.98,7.93,4.4,1.48,2.54,0.42250000000000004,0.3143,1.018,0.04487000000000001,0.058230000000000004,0.3249,0.10490000000000001,0.027200000000000002,0.002051
2019-01-23,3631.15,118.31,148.14,73.48,6.548,45.72,32.09,7.8,4.46,1.468,2.51,0.47290000000000004,0.31010000000000004,1.022,0.04479,0.05811,0.3229,0.1048,0.02764,0.0020529999999999997
2019-01-24,3616.33,118.07,133.33,74.2,6.578,46.64,33.16,7.86,4.345,1.479,2.5,0.491,0.3019,1.013,0.044590000000000005,0.05738000000000001,0.3226,0.1034,0.027630000000000002,0.0021000000000000003
2019-01-25,3607.43,117.88,158.81,74.2,6.782,47.08,32.99,7.675,4.36,1.473,2.52,0.4349,0.29710000000000003,1.011,0.04478,0.05706000000000001,0.32170000000000004,0.1034,0.027590000000000003,0.002078
2019-01-26,3676.4,116.99,153.56,74.16,7.031,46.97,33.63,7.85,4.368,1.478,2.54,0.42910000000000004,0.294,1.031,0.04431,0.05736,0.3216,0.1052,0.029630000000000004,0.0020659999999999997
2019-01-27,3605.99,115.51,140.34,73.12,7.051,46.45,33.04,7.66,4.213,1.465,2.47,0.4043,0.28650000000000003,1.015,0.04403000000000001,0.05659,0.31620000000000004,0.10070000000000001,0.03128,0.002044
2019-01-28,3567.56,109.61,119.83,68.69,7.188,45.31,31.57,7.48,4.27,1.419,2.39,0.4027,0.2737,1.039,0.04123,0.05337000000000001,0.3093,0.09464,0.029470000000000003,0.002032
2019-01-29,3463.2,105.9,120.46,68.09,6.249,43.72,31.2,7.23,3.971,1.405,2.34,0.38480000000000003,0.26280000000000003,1.015,0.03928,0.049850000000000005,0.2967,0.08713000000000001,0.028290000000000003,0.0019549999999999997
2019-01-30,3488.91,109.32,126.83,69.31,6.238,44.52,31.9,7.28,4.07,1.425,2.39,0.39130000000000004,0.2692,1.009,0.0402,0.049740000000000006,0.32830000000000004,0.08888,0.0285,0.0019329999999999998
2019-01-31,3499.78,108.79,130.41,68.17,6.264,43.82,31.91,7.36,3.958,1.411,2.42,0.3997,0.278,1.02,0.040510000000000004,0.048740000000000006,0.3381,0.08861000000000001,0.0281,0.0019219999999999999
2019-02-01,3478.55,107.62,129.51,67.95,6.681,44.21,33.4,6.979,4.02,1.423,2.42,0.3856,0.2622,1.005,0.0395,0.045090000000000005,0.3139,0.0838,0.027020000000000002,0.0019219999999999999
2019-02-02,3519.14,110.8,133.2,68.28,6.944,44.1,34.94,7.41,4.079,1.442,2.49,0.40090000000000003,0.26890000000000003,1.005,0.03948,0.041830000000000006,0.3145,0.08399000000000001,0.02681,0.0019
2019-02-03,3514.43,109.11,147.95,67.03,6.892,43.5,34.9,7.07,3.9290000000000003,1.418,2.49,0.37620000000000003,0.2682,1.016,0.039670000000000004,0.04104,0.3135,0.08316000000000001,0.026580000000000003,0.001883
2019-02-04,3470.8,107.54,138.97,66.94,7.11,42.58,34.08,7.115,3.9,1.4100000000000001,2.46,0.37210000000000004,0.2619,1.002,0.038930000000000006,0.04003,0.30610000000000004,0.08137000000000001,0.02953,0.001878
2019-02-05,3447.88,107.33,130.45,68.44,7.936,43.23,34.33,7.083,3.883,1.417,2.43,0.38470000000000004,0.25980000000000003,0.9939,0.04002,0.042690000000000006,0.3027,0.07933000000000001,0.0281,0.001877
2019-02-06,3459.33,105.11,129.58,67.22,8.45,42.98,33.63,6.902,3.88,1.395,2.43,0.3775,0.2582,1.015,0.038200000000000005,0.036950000000000004,0.3007,0.07803,0.02681,0.001846
2019-02-07,3406.54,104.57,200.26,67.07,8.388,43.37,33.14,6.916,3.92,1.387,2.4,0.392,0.2614,1.003,0.03844,0.04034,0.2936,0.07744000000000001,0.026850000000000002,0.001813
2019-02-08,3735.1,120.6,148.41,74.19,8.839,49.04,46.2,8.0,4.35,1.504,2.85,0.40900000000000003,0.2898,1.022,0.04168,0.041310000000000006,0.3216,0.08389,0.027700000000000002,0.001919
2019-02-09,3673.71,120.34,136.18,75.13,8.901,48.43,46.0,7.714,4.21,1.501,2.87,0.3929,0.2869,1.003,0.04241,0.041490000000000006,0.3163,0.08337000000000001,0.027840000000000004,0.001883
2019-02-10,3689.32,125.85,143.16,75.51,9.434,49.71,47.42,8.3,4.302,1.5150000000000001,2.9,0.4138,0.2939,1.004,0.04283000000000001,0.0408,0.3125,0.08167,0.026910000000000003,0.00185
2019-02-11,3688.59,122.79,144.16,81.15,9.711,48.64,46.01,8.44,4.153,1.484,2.91,0.41550000000000004,0.2871,1.016,0.042640000000000004,0.040650000000000006,0.3106,0.08194000000000001,0.026580000000000003,0.0018579999999999998
2019-02-12,3648.67,122.34,134.89,83.35,9.763,48.76,44.2,8.58,4.23,1.487,3.06,0.399,0.2811,1.005,0.042300000000000004,0.03953,0.3085,0.07822000000000001,0.025210000000000003,0.0018529999999999998
2019-02-13,3655.89,124.04,135.76,82.43,9.209,50.27,44.03,8.66,4.16,1.482,3.05,0.4015,0.2811,1.013,0.042570000000000004,0.04118,0.31370000000000003,0.07888,0.02561,0.0018809999999999999
2019-02-14,3619.7,123.27,143.58,80.14,8.972,48.88,42.02,8.39,4.12,1.475,2.93,0.45730000000000004,0.2746,1.008,0.04186,0.04449,0.3064,0.07791000000000001,0.024820000000000002,0.0018889999999999998
2019-02-15,3640.65,122.29,136.66,79.38,9.437,48.08,43.7,8.371,4.26,1.477,2.93,0.46900000000000003,0.2826,1.008,0.04184,0.04719,0.30670000000000003,0.08179,0.024630000000000003,0.001895
2019-02-16,3639.75,123.42,136.82,80.19,9.38,48.04,44.09,8.38,4.182,1.487,2.94,0.6754,0.281,1.006,0.04245,0.043980000000000005,0.3049,0.08087000000000001,0.02449,0.0019119999999999999
2019-02-17,3706.17,135.38,142.34,80.21,9.306,47.91,44.71,8.87,4.48,1.509,2.98,0.4696,0.2911,1.018,0.04218,0.04413,0.30920000000000003,0.08116000000000001,0.024550000000000002,0.002012
2019-02-18,3952.44,149.54,154.55,87.13,9.961,51.92,49.1,9.018,4.5,1.608,3.59,0.48,0.3138,1.014,0.04825,0.043910000000000005,0.33230000000000004,0.08441000000000001,0.02576,0.00204
2019-02-19,4010.91,148.89,154.3,90.14,10.99,52.66,48.78,9.073,4.88,1.613,3.88,0.4783,0.32320000000000004,1.025,0.04816,0.043980000000000005,0.3498,0.09331,0.026420000000000003,0.002078
2019-02-20,3992.31,149.27,165.65,88.78,11.4,52.54,52.1,9.378,4.787,1.633,4.02,0.48,0.3189,1.005,0.047900000000000005,0.04496000000000001,0.33690000000000003,0.09508000000000001,0.02576,0.0020989999999999997
2019-02-21,4026.54,147.48,162.48,87.32,10.85,51.22,51.14,9.048,4.648,1.6179999999999999,4.01,0.4731,0.3176,1.023,0.0477,0.044570000000000005,0.335,0.0944,0.025820000000000003,0.002079
2019-02-22,3996.15,148.9,148.19,86.68,11.05,51.87,50.15,8.936,4.823,1.637,4.0,0.4746,0.31020000000000003,1.008,0.046630000000000005,0.04483,0.327,0.09206,0.02552,0.002095
2019-02-23,4192.39,161.57,158.25,90.57,11.27,54.1,52.65,10.52,5.108,1.705,4.42,0.45790000000000003,0.326,1.018,0.04898,0.048100000000000004,0.3381,0.0961,0.025910000000000002,0.0021149999999999997
2019-02-24,4221.62,149.24,153.73,84.71,10.18,50.2,48.09,11.06,5.05,1.55,4.53,0.4721,0.3317,1.127,0.0505,0.050010000000000006,0.3468,0.09732,0.027800000000000002,0.0020989999999999997
2019-02-25,3885.06,141.28,151.32,84.14,10.69,48.99,46.72,9.459,4.322,1.581,3.79,0.44010000000000005,0.2962,1.015,0.044660000000000005,0.044140000000000006,0.3428,0.08996000000000001,0.02517,0.002078
2019-02-26,3852.66,137.71,159.05,82.35,9.724,48.45,45.7,9.198,4.317,1.569,3.64,0.4324,0.2929,1.011,0.0444,0.044730000000000006,0.3375,0.08844,0.02501,0.002049
2019-02-27,3851.84,139.82,134.23,82.44,10.02,48.99,45.51,9.203,4.467,1.574,3.64,0.42350000000000004,0.2926,1.009,0.04413,0.044930000000000005,0.32170000000000004,0.08542000000000001,0.024990000000000002,0.002078
2019-02-28,3909.86,137.3,154.01,82.93,10.46,48.86,46.19,9.026,4.344,1.5710000000000002,3.71,0.4183,0.2928,1.025,0.044610000000000004,0.04494,0.321,0.08513000000000001,0.024890000000000002,0.002051
2019-03-01,3866.12,137.09,147.04,83.83,11.48,48.54,48.7,9.22,4.3,1.5750000000000002,3.77,0.4388,0.31,1.011,0.044680000000000004,0.04417,0.32630000000000003,0.08625000000000001,0.02449,0.00202
2019-03-02,3846.38,136.42,144.51,84.05,11.93,48.81,49.57,8.94,4.465,1.579,3.6,0.4128,0.3014,1.007,0.04454,0.04365,0.31920000000000004,0.08679,0.024220000000000002,0.00202
2019-03-03,3853.28,133.89,140.39,82.88,11.82,48.91,48.8,8.725,4.308,1.5670000000000002,3.67,0.4077,0.2999,1.012,0.044390000000000006,0.043570000000000005,0.318,0.08652000000000001,0.023700000000000002,0.00202
2019-03-04,3831.01,128.06,155.67,79.22,11.49,47.95,47.01,8.459,4.205,1.534,3.61,0.40890000000000004,0.2896,1.031,0.043640000000000005,0.04342,0.3143,0.08803000000000001,0.023510000000000003,0.002018
2019-03-05,3893.52,137.65,150.55,84.07,14.19,49.67,54.43,9.127,4.5280000000000005,1.592,3.87,0.437,0.2909,1.009,0.043710000000000006,0.042980000000000004,0.32,0.08696000000000001,0.024520000000000004,0.002007
2019-03-06,3916.29,139.42,146.8,83.39,14.72,49.75,56.5,8.877,4.338,1.593,3.96,0.43320000000000003,0.2879,1.014,0.0436,0.04315,0.3229,0.08638000000000001,0.024370000000000003,0.0019979999999999998
2019-03-07,3911.76,139.08,145.91,83.75,15.45,50.67,59.67,9.243,4.417,1.596,3.99,0.4298,0.2898,1.01,0.043910000000000005,0.04308,0.3211,0.08601,0.02407,0.00203
2019-03-08,3932.02,136.97,145.17,82.54,15.15,50.09,57.13,9.06,4.323,1.5899999999999999,3.87,0.42960000000000004,0.2879,1.017,0.04404,0.04284,0.31670000000000004,0.08942000000000001,0.02357,0.00203
2019-03-09,3975.25,139.2,153.05,84.09,15.12,50.61,59.73,9.142,4.348,1.623,3.9,0.4303,0.2953,1.008,0.04689,0.05,0.3196,0.11510000000000001,0.023370000000000002,0.002022
2019-03-10,3948.21,137.27,147.27,83.27,14.49,49.79,57.89,8.996,4.368,1.615,3.83,0.4894,0.2877,1.008,0.04648,0.046110000000000005,0.31880000000000003,0.1041,0.023710000000000002,0.002008
2019-03-11,3941.99,134.19,130.39,83.31,14.69,49.4,56.5,8.811,4.287,1.593,3.81,0.4843,0.2903,1.018,0.0483,0.046360000000000005,0.3155,0.10880000000000001,0.02341,0.0020009999999999997
2019-03-12,3904.7,134.97,131.35,92.12,15.44,50.2,56.89,8.971,4.343,1.5979999999999999,3.76,0.4767,0.2889,1.006,0.04846,0.047290000000000006,0.3126,0.107,0.023,0.002055
2019-03-13,3898.25,133.46,134.26,93.59,15.38,50.85,56.63,9.181,4.286,1.5939999999999999,3.73,0.4675,0.2975,1.008,0.048760000000000005,0.04712,0.3269,0.1165,0.023,0.002081
2019-03-14,3922.21,133.48,154.25,90.75,15.1,51.97,57.33,9.355,4.381,1.595,3.7199999999999998,0.4555,0.30670000000000003,1.012,0.048560000000000006,0.05041,0.3186,0.116,0.023260000000000003,0.002116
2019-03-15,3935.1,137.45,154.81,91.5,15.31,52.27,58.98,9.663,4.54,1.6139999999999999,3.79,0.455,0.3058,1.003,0.05067000000000001,0.052790000000000004,0.3184,0.10690000000000001,0.02348,0.0020759999999999997
2019-03-16,4069.11,143.64,168.65,93.27,16.08,54.81,63.02,9.646,4.6850000000000005,1.655,3.93,0.5214,0.3158,1.016,0.051430000000000003,0.051660000000000005,0.32380000000000003,0.1178,0.023930000000000003,0.002139
2019-03-17,4030.38,140.69,167.69,93.27,15.96,53.85,61.33,9.477,4.516,1.643,3.88,0.5391,0.3095,1.012,0.05138,0.05178000000000001,0.32080000000000003,0.11,0.02374,0.002136
2019-03-18,4038.99,140.33,171.4,94.42,15.72,53.43,61.79,9.217,4.443,1.639,3.87,0.5054000000000001,0.3044,1.013,0.051210000000000006,0.05183,0.32130000000000003,0.11950000000000001,0.02365,0.002129
2019-03-19,4032.04,140.0,173.24,93.16,15.97,54.41,60.24,9.287,4.68,1.654,3.83,0.5975,0.30110000000000003,1.004,0.053200000000000004,0.050800000000000005,0.31720000000000004,0.1177,0.0233,0.002129
2019-03-20,4064.95,140.08,171.07,94.44,15.68,56.84,60.93,9.466,4.759,1.667,3.8200000000000003,0.6905,0.30660000000000004,1.006,0.053630000000000004,0.052450000000000004,0.32330000000000003,0.1134,0.0233,0.002117
2019-03-21,4082.29,137.65,155.95,92.29,15.13,54.36,59.79,9.122,4.9190000000000005,1.643,3.8,0.8288000000000001,0.3181,1.025,0.054470000000000005,0.052250000000000005,0.321,0.11080000000000001,0.0233,0.002121
2019-03-22,4018.21,137.15,161.38,92.38,15.25,53.09,59.53,9.339,5.004,1.6440000000000001,3.71,0.8299000000000001,0.3251,1.007,0.058550000000000005,0.05059,0.3135,0.10840000000000001,0.0234,0.0020800000000000003
2019-03-23,4019.36,138.05,274.1,92.41,15.43,53.22,61.51,9.401,4.927,1.647,3.7800000000000002,0.8249000000000001,0.3235,1.004,0.06413,0.05283,0.313,0.10890000000000001,0.024720000000000002,0.0020800000000000003
2019-03-24,4010.3,136.96,194.78,92.98,17.42,52.8,60.75,9.298,4.845,1.642,3.71,0.7297,0.3146,1.005,0.07048,0.0524,0.3119,0.1067,0.024650000000000002,0.0020800000000000003
2019-03-25,4005.29,134.26,163.43,90.85,17.04,51.96,59.54,9.147,4.746,1.613,3.73,0.7399,0.3098,1.018,0.06133,0.052250000000000005,0.30870000000000003,0.1043,0.023840000000000004,0.002103
2019-03-26,3943.2,134.67,171.89,89.76,16.83,52.47,59.29,8.972,4.711,1.62,3.8,0.6925,0.2999,0.9992000000000001,0.061700000000000005,0.05102,0.30310000000000004,0.1033,0.023,0.0020889999999999997
2019-03-27,4054.32,139.91,183.7,95.93,17.03,54.26,61.82,9.502,4.898,1.663,4.4,0.7321000000000001,0.3099,1.004,0.06758,0.052770000000000004,0.3121,0.1075,0.023770000000000003,0.002123
2019-03-28,4046.44,139.46,177.14,96.71,16.78,53.52,61.48,9.308,4.769,1.659,4.38,0.8078000000000001,0.31170000000000003,1.005,0.06683,0.053110000000000004,0.31120000000000003,0.1078,0.023700000000000002,0.002124
2019-03-29,4122.89,143.61,193.48,98.96,17.08,54.39,62.08,10.09,5.092,1.69,4.47,0.9473,0.3134,1.005,0.07266,0.056850000000000005,0.3113,0.1073,0.024190000000000003,0.002126
2019-03-30,4146.88,145.62,195.82,101.43,17.04,54.32,61.65,10.25,4.888,1.693,4.44,0.9533,0.3163,1.01,0.07267000000000001,0.056240000000000005,0.31980000000000003,0.1148,0.023880000000000002,0.002128
2019-03-31,4129.43,142.59,211.02,111.29,17.78,56.76,60.79,10.18,4.869,1.69,4.32,1.1400000000000001,0.3121,1.006,0.07208,0.057240000000000006,0.3131,0.11620000000000001,0.02381,0.002123
2019-04-01,4164.33,143.51,212.88,120.47,18.34,60.15,61.36,10.14,4.851,1.706,4.32,1.08,0.3307,1.005,0.07264000000000001,0.057870000000000005,0.3155,0.111,0.02528,0.002564
2019-04-02,5104.42,167.67,253.84,136.71,21.24,72.57,78.51,12.33,5.705,2.017,5.16,1.03,0.35810000000000003,1.051,0.08596000000000001,0.07167000000000001,0.36060000000000003,0.1315,0.02721,0.002879
2019-04-03,5335.7,173.63,350.17,137.65,20.38,70.82,94.01,13.29,6.2,2.045,5.99,1.05,0.3846,1.079,0.10160000000000001,0.07729000000000001,0.37460000000000004,0.1345,0.029410000000000002,0.0036600000000000005
2019-04-04,5071.98,160.08,321.9,129.42,19.62,65.45,87.51,13.95,5.438,2.019,5.37,1.02,0.35450000000000004,1.036,0.09455000000000001,0.07169,0.34940000000000004,0.1253,0.02697,0.004095
2019-04-05,5074.13,168.27,319.24,135.16,19.76,69.5,90.24,13.8,6.01,2.074,5.43,1.05,0.3562,1.014,0.09236000000000001,0.07207000000000001,0.3798,0.12990000000000002,0.02783,0.0037649999999999997
2019-04-06,5240.19,168.81,329.53,134.78,19.6,70.6,95.43,13.61,6.036,2.079,5.76,1.03,0.3589,1.039,0.09395,0.07208,0.3648,0.12810000000000002,0.027610000000000003,0.003609
2019-04-07,5266.04,176.84,352.53,137.41,19.66,70.42,96.48,13.93,10.51,2.138,5.5600000000000005,1.069,0.36920000000000003,1.019,0.09131,0.07228000000000001,0.3675,0.1353,0.029750000000000002,0.003512
2019-04-08,5347.88,186.35,354.92,139.71,19.44,72.79,94.5,13.38,8.46,2.176,5.68,0.995,0.3638,1.021,0.0917,0.07691,0.3715,0.1359,0.031920000000000004,0.0034419999999999997
2019-04-09,5294.09,179.08,333.2,135.23,18.68,70.43,89.51,12.47,7.264,2.138,5.72,0.9936,0.3574,1.028,0.08706000000000001,0.07549,0.35960000000000003,0.1313,0.031380000000000005,0.003146
2019-04-10,5460.94,184.61,342.36,135.94,18.99,72.07,90.42,12.83,7.236,2.186,6.07,1.02,0.36510000000000004,1.029,0.09258000000000001,0.07701000000000001,0.3618,0.12760000000000002,0.031110000000000002,0.003179
2019-04-11,5343.66,168.52,312.15,123.99,17.75,67.75,83.91,11.61,6.568,2.075,5.85,1.02,0.34740000000000004,1.065,0.09026,0.07498,0.3542,0.1257,0.03012,0.0031439999999999997
2019-04-12,5118.61,166.77,316.53,124.14,18.93,71.6,80.64,11.55,6.461,2.088,5.5,0.9813000000000001,0.3267,1.014,0.08533,0.06943,0.3306,0.1182,0.027290000000000002,0.002897
2019-04-13,5128.96,165.07,316.78,120.56,18.74,66.66,80.88,11.35,6.431,2.088,5.46,0.9898,0.3261,1.016,0.08547,0.07,0.3378,0.11670000000000001,0.027100000000000003,0.002949
2019-04-14,5186.82,168.66,326.31,125.27,20.27,67.31,83.89,11.6,6.53,2.123,5.62,1.16,0.3211,1.011,0.08526,0.06987,0.3321,0.1189,0.02738,0.002934
2019-04-15,5195.31,164.47,337.85,123.21,19.51,65.43,82.41,10.92,6.208,2.07,5.66,1.23,0.3184,1.033,0.08541000000000001,0.07071000000000001,0.33330000000000004,0.11900000000000001,0.027710000000000002,0.002946
2019-04-16,5232.03,168.43,343.37,124.06,20.2,70.06,82.05,11.19,6.424,2.142,5.57,1.18,0.3143,1.011,0.08383,0.06687,0.3275,0.11670000000000001,0.02715,0.002884
2019-04-17,5270.76,167.61,334.13,123.31,19.96,69.64,81.63,11.2,6.307,2.152,5.61,1.29,0.3123,1.013,0.08444,0.06781000000000001,0.3433,0.1168,0.027110000000000002,0.002889
2019-04-18,5317.78,175.99,334.31,127.06,22.16,69.93,83.95,11.7,6.521,2.174,5.6,1.42,0.3168,1.011,0.08394,0.06602000000000001,0.34890000000000004,0.1194,0.02738,0.002995
2019-04-19,5353.01,175.18,325.99,125.45,24.98,70.17,83.56,11.32,6.385,2.176,5.53,1.45,0.3105,1.018,0.08179,0.06533,0.3372,0.1269,0.02706,0.0030169999999999997
2019-04-20,5366.6,176.46,317.87,125.43,25.63,70.25,83.41,11.14,6.308,2.189,5.5600000000000005,1.4100000000000001,0.3139,1.014,0.07937000000000001,0.06539,0.3346,0.1189,0.0267,0.002931
2019-04-21,5348.59,173.55,312.67,125.43,24.94,69.88,81.6,10.8,6.129,2.181,5.49,1.38,0.314,1.017,0.07761000000000001,0.06827000000000001,0.3304,0.11620000000000001,0.026410000000000003,0.0028959999999999997
2019-04-22,5444.76,174.95,313.43,126.72,25.2,70.45,79.14,11.01,6.001,2.217,5.36,1.37,0.3106,1.016,0.07959000000000001,0.06978000000000001,0.33280000000000004,0.1155,0.025640000000000003,0.0028100000000000004
2019-04-23,5626.83,176.48,322.26,127.62,24.89,70.51,79.32,10.93,5.987,2.277,5.45,1.5,0.30960000000000004,1.024,0.08002000000000001,0.06796,0.329,0.11520000000000001,0.02543,0.00289
