time,BTC,ETH,BCH,DASH,BNB,XMR,LTC,NEO,ETC,VEN,EOS,XTZ,MIOTA,USDT,ADA,XEM,XRP,XLM,TRX,DOGE
2018-03-24,9036.23,546.01,990.72,442.96,14.34,217.57,169.69,67.06,18.54,3.48,7.08,3.949,1.42,1.059,0.202,0.2998,0.6776,0.2451,0.052790000000000004,0.003717
2018-03-25,8690.36,535.77,978.61,418.73,14.13,215.68,163.22,66.34,18.35,3.5,6.67,4.15,1.37,1.027,0.1888,0.32130000000000003,0.6541,0.2431,0.04993,0.003591
2018-03-26,8521.04,526.2,939.13,397.99,12.51,203.81,160.96,66.16,18.09,3.217,6.51,4.003,1.33,1.048,0.1841,0.2998,0.6377,0.24530000000000002,0.04644,0.003521
2018-03-27,8226.24,491.92,903.44,373.48,11.76,189.67,149.33,61.54,17.2,2.964,6.52,3.561,1.24,1.056,0.16690000000000002,0.276,0.6018,0.22940000000000002,0.047670000000000004,0.00335
2018-03-28,8117.79,465.2,902.64,362.09,12.14,201.14,139.79,59.1,16.52,2.941,6.5,3.24,1.25,1.022,0.1622,0.26430000000000003,0.5886,0.226,0.049580000000000006,0.0033
2018-03-29,7983.77,448.5,869.29,337.35,10.53,179.8,132.52,57.33,14.86,2.576,6.29,3.17,1.19,1.12,0.15990000000000001,0.2595,0.5745,0.22030000000000002,0.054040000000000005,0.003214
2018-03-30,7280.27,411.17,772.11,325.62,10.41,181.51,126.57,51.11,14.7,2.507,6.18,3.18,1.1400000000000001,1.064,0.15,0.2464,0.5257000000000001,0.20020000000000002,0.04748,0.003009
2018-03-31,7228.4,421.05,719.37,322.26,11.31,183.27,125.21,51.7,14.61,2.427,6.16,3.02,1.16,1.044,0.1583,0.23970000000000002,0.5219,0.2202,0.04358,0.0029519999999999998
2018-04-01,7056.22,399.59,684.27,306.04,11.25,184.06,118.37,49.68,14.14,2.35,5.99,2.94,1.09,1.035,0.15710000000000002,0.2315,0.5078,0.2114,0.035190000000000006,0.002877
2018-04-02,8218.66,394.12,683.26,315.46,12.73,182.31,121.72,50.14,14.3,3.037,5.9,2.89,1.06,1.165,0.1562,0.23720000000000002,0.5034000000000001,0.23650000000000002,0.036050000000000006,0.0029500000000000004
2018-04-03,7528.97,426.84,724.84,340.79,14.04,189.2,137.4,53.7,15.25,3.282,6.15,2.9370000000000003,1.12,1.016,0.1711,0.2641,0.5531,0.2373,0.03619,0.0031119999999999997
2018-04-04,7442.42,417.11,654.42,312.83,12.51,173.73,134.93,49.17,15.08,2.677,6.07,2.733,1.11,1.095,0.1766,0.2691,0.5523,0.23370000000000002,0.03547,0.0031349999999999998
2018-04-05,6933.66,387.56,652.63,304.35,12.61,174.45,122.69,47.64,13.76,2.531,6.41,2.737,0.9942000000000001,1.025,0.1557,0.246,0.4975,0.2073,0.04612,0.00287
2018-04-06,6869.53,385.78,628.25,294.39,12.41,171.71,120.47,46.25,13.44,2.401,6.38,2.607,0.995,1.04,0.1489,0.23390000000000002,0.49470000000000003,0.1978,0.044230000000000005,0.0029000000000000002
2018-04-07,7083.85,397.1,644.61,308.51,12.87,170.44,119.85,47.42,13.79,2.6550000000000002,6.01,2.615,1.03,1.028,0.15080000000000002,0.2364,0.49620000000000003,0.2063,0.0385,0.0029389999999999998
2018-04-08,7132.03,404.22,658.82,317.32,12.79,174.34,118.65,49.59,14.45,2.665,6.02,2.672,1.05,1.017,0.1587,0.2429,0.5012,0.2084,0.03917,0.002993
2018-04-09,7204.28,431.23,649.15,308.11,12.09,181.4,123.21,54.28,13.79,2.7960000000000003,6.09,2.6550000000000002,1.07,1.063,0.1658,0.252,0.5114000000000001,0.21430000000000002,0.038450000000000005,0.0029909999999999997
2018-04-10,6922.84,418.27,657.42,305.69,12.56,169.23,115.46,53.86,13.82,2.879,6.08,2.721,1.02,1.013,0.1578,0.24350000000000002,0.49350000000000005,0.203,0.037840000000000006,0.003271
2018-04-11,6999.37,433.44,670.57,310.06,12.37,170.03,119.93,59.99,14.71,2.983,8.9,2.784,1.07,1.007,0.1686,0.253,0.5558000000000001,0.2139,0.03794,0.003626
2018-04-12,8051.95,498.08,740.82,359.6,14.25,196.05,130.91,67.74,16.41,3.49,9.28,3.163,1.4,1.016,0.221,0.2871,0.6627000000000001,0.2472,0.040780000000000004,0.003942
2018-04-13,8237.16,528.95,762.19,376.55,13.95,194.16,133.67,68.51,16.76,3.438,9.57,3.17,1.51,1.047,0.2243,0.3159,0.7077,0.2733,0.044090000000000004,0.004464
2018-04-14,8195.34,514.66,754.76,372.89,13.84,194.47,129.76,65.3,16.46,3.459,9.23,2.904,1.47,1.025,0.2142,0.31420000000000003,0.6725,0.2626,0.04159,0.004410000000000001
2018-04-15,8437.03,534.31,792.1,387.84,14.11,205.06,132.92,71.18,17.0,3.615,8.81,3.183,1.7000000000000002,1.01,0.2349,0.366,0.6960000000000001,0.30720000000000003,0.044320000000000005,0.0047929999999999995
2018-04-16,8430.93,537.48,773.15,371.27,12.68,196.42,133.39,68.54,16.32,3.458,8.53,3.19,1.7000000000000002,1.046,0.2591,0.3821,0.6950000000000001,0.3065,0.04463,0.0050869999999999995
2018-04-17,8187.6,522.07,764.04,371.68,12.26,197.64,140.41,68.11,16.88,3.351,9.1,3.15,1.67,1.038,0.2752,0.3573,0.6817000000000001,0.32,0.04401,0.005053
2018-04-18,8246.57,526.61,895.16,424.57,12.51,240.95,141.68,73.5,17.87,3.674,9.23,3.12,1.72,1.009,0.2647,0.38180000000000003,0.7288,0.3573,0.0477,0.005771999999999999
2018-04-19,8321.01,570.18,991.24,437.42,12.69,239.48,147.72,75.93,18.42,3.9050000000000002,9.48,3.12,1.79,1.006,0.2755,0.3961,0.7876000000000001,0.3791,0.051980000000000005,0.006078999999999999
2018-04-20,8945.14,622.14,1151.3,471.28,13.27,272.53,156.56,79.74,19.89,4.136,11.7,3.471,2.02,1.01,0.31020000000000003,0.4181,0.9367000000000001,0.39990000000000003,0.054130000000000005,0.0061329999999999996
2018-04-21,9047.82,625.15,1188.67,467.96,14.12,274.24,157.08,80.59,19.99,3.964,11.63,3.12,2.01,1.015,0.3075,0.4177,0.9238000000000001,0.4,0.05664,0.005911
2018-04-22,9043.98,644.29,1260.13,479.46,13.39,280.49,153.18,75.92,19.11,4.021,11.88,3.2,2.12,1.029,0.29650000000000004,0.4077,0.9139,0.3861,0.05484000000000001,0.0059889999999999995
2018-04-23,9025.73,648.41,1457.29,528.68,13.94,286.54,153.52,78.37,20.89,4.063,12.03,3.578,2.2,1.009,0.2896,0.4062,0.8848,0.37670000000000003,0.05886,0.005826
2018-04-24,9741.91,711.64,1569.35,565.92,15.92,307.83,165.98,86.5,22.86,4.308,16.14,4.229,2.24,1.011,0.32020000000000004,0.439,0.9643,0.4086,0.07723000000000001,0.005954999999999999
2018-04-25,9765.23,703.9,1438.2,486.19,14.53,269.05,164.88,82.44,22.1,3.829,15.52,3.86,2.13,1.101,0.31120000000000003,0.4545,0.9255,0.3986,0.08042,0.00589
2018-04-26,9315.13,665.97,1425.93,509.68,15.12,292.02,154.58,77.47,21.61,3.987,15.59,3.778,2.07,1.003,0.2939,0.40740000000000004,0.8487,0.387,0.07413,0.0055839999999999996
2018-04-27,9385.87,686.05,1423.32,488.22,14.3,258.59,153.68,74.31,21.96,3.874,17.9,3.674,2.1,1.052,0.306,0.41250000000000003,0.8617,0.4243,0.0794,0.0058449999999999995
2018-04-28,9435.9,693.47,1412.07,503.95,15.42,265.58,153.19,78.12,22.43,4.431,19.49,3.778,2.09,1.009,0.3645,0.42910000000000004,0.8887,0.436,0.08432,0.005690000000000001
2018-04-29,9552.67,698.95,1461.85,502.52,15.31,263.02,156.4,92.64,22.37,5.005,23.02,3.876,2.14,1.015,0.3884,0.4393,0.9078,0.46430000000000005,0.08934,0.005608
2018-04-30,9459.81,693.63,1415.94,491.93,14.89,255.44,151.58,94.73,22.98,4.746,21.64,3.792,2.05,1.023,0.365,0.42910000000000004,0.876,0.4602,0.1008,0.005548
2018-05-01,9251.66,674.62,1355.24,493.8,14.22,241.09,148.72,84.88,21.78,4.642,19.03,3.65,1.99,1.02,0.36050000000000004,0.40890000000000004,0.8403,0.4486,0.09372000000000001,0.005281
2018-05-02,9271.62,690.86,1500.23,488.01,14.49,254.72,153.44,86.62,21.91,5.032,19.62,3.73,2.35,1.002,0.3763,0.4277,0.8661000000000001,0.4461,0.09277,0.005389
2018-05-03,9817.19,787.57,1619.63,520.29,15.33,263.51,164.02,91.98,23.49,5.686,19.35,3.9859999999999998,2.7,1.007,0.38820000000000005,0.4409,0.8924000000000001,0.4418,0.09155,0.005801
2018-05-04,9785.15,804.63,1531.57,503.51,14.72,248.41,171.39,88.05,22.73,5.5760000000000005,18.04,4.142,2.59,1.008,0.3687,0.4398,0.9296000000000001,0.43870000000000003,0.08894,0.0056229999999999995
2018-05-05,9968.85,827.44,1753.55,509.92,14.61,245.75,181.66,86.2,23.3,5.708,18.65,4.224,2.47,1.011,0.375,0.4398,0.928,0.43560000000000004,0.09099,0.005461
2018-05-06,9936.96,834.3,1843.66,511.76,14.76,239.87,183.07,86.09,25.72,5.16,17.99,4.244,2.52,1.028,0.367,0.43,0.9152,0.43270000000000003,0.08727,0.005268999999999999
2018-05-07,9662.23,794.86,1779.2,473.77,13.76,234.73,172.07,81.27,25.4,5.11,18.42,3.939,2.31,1.031,0.34940000000000004,0.4194,0.8648,0.4121,0.08467000000000001,0.005070000000000001
2018-05-08,9472.09,775.38,1694.87,454.93,13.57,229.81,168.16,78.88,23.1,5.087,18.96,3.8810000000000002,2.55,1.031,0.34490000000000004,0.4027,0.8454,0.4111,0.08596000000000001,0.0054139999999999995
2018-05-09,9373.46,759.91,1676.39,448.81,14.91,233.68,161.63,78.07,22.34,5.082,18.09,3.989,2.44,1.006,0.3249,0.39080000000000004,0.8171,0.3869,0.0825,0.0053029999999999996
2018-05-10,9393.95,767.22,1603.22,446.01,14.63,225.26,155.17,74.06,21.71,5.201,18.75,3.884,2.32,1.042,0.3235,0.38520000000000004,0.8038000000000001,0.38420000000000004,0.0819,0.005199
2018-05-11,9032.27,735.97,1556.67,413.56,13.25,217.07,148.52,70.35,19.75,4.717,17.65,3.705,2.14,1.076,0.2939,0.3558,0.755,0.3503,0.07646,0.004922
2018-05-12,8653.8,690.88,1503.59,404.22,13.19,205.47,144.75,66.52,18.53,4.759,15.14,3.972,1.9500000000000002,1.023,0.279,0.3446,0.7101000000000001,0.3638,0.07086,0.004501
2018-05-13,8773.96,740.02,1503.25,420.67,13.63,213.47,146.41,69.51,19.08,4.924,15.12,5.23,2.03,1.011,0.28450000000000003,0.3593,0.7471,0.3791,0.07590000000000001,0.004893
2018-05-14,8883.0,741.82,1493.79,449.26,13.17,215.17,152.8,68.85,18.72,5.134,14.72,5.2,2.02,1.025,0.278,0.3855,0.7497,0.3799,0.07434,0.004599
2018-05-15,8848.69,738.53,1453.09,438.09,12.89,211.41,149.65,67.03,19.88,5.046,14.39,5.427,2.1,1.045,0.2757,0.37220000000000003,0.7485,0.37110000000000004,0.07246000000000001,0.004750000000000001
2018-05-16,8501.65,710.26,1355.91,420.99,12.38,201.36,139.69,62.73,18.24,4.767,13.07,4.957,1.99,1.02,0.2553,0.3361,0.7089000000000001,0.3421,0.0713,0.004526
2018-05-17,8476.45,718.31,1344.04,403.31,12.82,196.37,135.84,60.85,18.32,4.41,13.95,4.552,1.96,1.053,0.2612,0.3296,0.7113,0.3405,0.07317000000000001,0.004423
2018-05-18,8280.45,694.35,1218.3,399.69,16.57,211.89,137.58,60.66,18.19,4.517,13.2,4.751,1.78,1.005,0.2525,0.3139,0.6829000000000001,0.3186,0.06914000000000001,0.004352
2018-05-19,8397.27,716.86,1206.04,398.77,15.76,204.99,136.69,60.16,18.02,4.431,13.34,4.809,1.83,1.018,0.2479,0.31670000000000004,0.6911,0.3265,0.07109,0.0043089999999999995
2018-05-20,8591.45,722.71,1309.82,405.15,14.94,205.73,141.14,64.06,18.47,4.814,14.19,5.12,1.85,1.008,0.2601,0.3254,0.7057,0.333,0.07804000000000001,0.004389
2018-05-21,8585.85,710.37,1280.63,398.08,14.86,201.4,138.25,65.22,18.0,4.461,14.16,4.85,1.85,1.025,0.26,0.3255,0.7021000000000001,0.3294,0.08427000000000001,0.004390000000000001
2018-05-22,8428.6,698.46,1230.02,367.67,14.39,189.19,130.2,59.39,16.8,4.069,13.45,4.54,1.75,1.056,0.24730000000000002,0.3126,0.6776,0.3194,0.08222,0.004238
2018-05-23,8031.63,649.59,1152.58,342.04,13.08,174.06,129.37,54.28,16.54,3.613,12.34,4.008,1.65,1.071,0.2227,0.2878,0.644,0.29410000000000003,0.07538,0.003946
2018-05-24,7729.48,609.0,1080.37,347.99,13.06,176.88,124.96,55.1,15.74,3.79,12.88,4.156,1.55,1.02,0.2111,0.275,0.638,0.2982,0.0733,0.0036109999999999996
2018-05-25,7652.37,615.92,1074.99,344.02,13.19,170.44,121.77,55.43,15.74,3.682,12.79,4.635,1.5899999999999999,1.027,0.20950000000000002,0.28600000000000003,0.6337,0.30110000000000003,0.07263,0.003624
2018-05-26,7626.69,607.81,1015.0,333.33,12.94,164.97,118.93,52.85,15.78,3.59,12.87,4.6850000000000005,1.55,1.04,0.20470000000000002,0.2697,0.6262,0.296,0.07635,0.003577
2018-05-27,7420.07,590.88,1010.83,324.97,12.88,170.51,119.19,52.99,15.45,3.504,12.57,4.675,1.48,1.01,0.1956,0.2602,0.6122000000000001,0.28400000000000003,0.07305,0.003509
2018-05-28,7455.55,574.52,968.88,309.39,12.32,162.17,119.01,51.25,15.57,3.227,12.98,4.35,1.48,1.05,0.195,0.2574,0.6076,0.2773,0.07056000000000001,0.003449
2018-05-29,7533.03,572.47,1006.71,323.66,12.74,167.66,122.71,53.64,15.39,3.5700000000000003,12.49,4.933,1.6600000000000001,1.01,0.2147,0.2516,0.6094,0.2846,0.06557,0.003558
2018-05-30,7571.08,585.23,1004.71,315.68,12.61,158.14,119.99,52.44,15.22,3.43,12.64,5.175,1.65,1.025,0.21680000000000002,0.26230000000000003,0.6267,0.2938,0.06732,0.003573
2018-05-31,7608.87,585.92,1018.79,312.54,14.25,158.82,119.66,53.64,15.45,3.5220000000000002,12.7,5.034,1.83,1.016,0.22820000000000001,0.2489,0.6208,0.305,0.06380000000000001,0.003518
2018-06-01,7614.66,589.26,1006.08,316.13,14.56,158.82,120.41,56.05,15.57,3.473,12.35,5.249,1.9500000000000002,1.013,0.2277,0.2627,0.6241,0.2984,0.061200000000000004,0.003554
2018-06-02,7697.34,599.53,1095.28,326.06,14.89,167.46,123.74,57.29,16.13,3.732,15.54,6.038,1.96,1.008,0.22940000000000002,0.2647,0.6502,0.30160000000000003,0.06314,0.003796
2018-06-03,7774.96,628.06,1192.86,335.11,15.09,176.94,127.38,57.86,16.44,4.084,15.42,5.96,2.03,1.007,0.2363,0.2753,0.6883,0.3111,0.06336,0.003727
2018-06-04,7760.73,625.95,1210.85,324.96,14.32,166.12,122.98,55.51,16.36,3.971,14.86,5.185,1.85,1.036,0.23140000000000002,0.2674,0.7036,0.30970000000000003,0.06226,0.003747
2018-06-05,7672.7,612.99,1158.5,324.55,15.72,169.45,122.45,55.05,15.62,4.13,14.28,5.34,1.78,1.006,0.2217,0.25670000000000004,0.6846,0.2989,0.06121000000000001,0.0037400000000000003
2018-06-06,7701.35,611.67,1156.59,321.03,17.52,168.41,123.05,54.85,15.73,4.143,14.27,5.33,1.77,1.006,0.2199,0.2535,0.6814,0.2998,0.06056,0.003802
2018-06-07,7755.92,616.0,1159.64,318.25,17.48,170.87,122.89,54.68,15.39,4.18,14.62,5.12,1.77,1.009,0.219,0.27790000000000004,0.6883,0.3052,0.060320000000000006,0.0038559999999999996
2018-06-08,7709.61,604.79,1138.03,314.64,16.53,164.07,121.05,53.35,15.63,4.126,14.79,5.11,1.74,1.013,0.2111,0.2566,0.6795,0.29560000000000003,0.05911,0.003735
2018-06-09,7691.74,596.51,1112.03,306.78,16.55,157.04,118.49,52.24,15.53,4.016,14.97,5.22,1.76,1.027,0.2097,0.2615,0.6794,0.29150000000000004,0.05926000000000001,0.003701
2018-06-10,7514.04,593.35,1086.46,276.5,14.62,139.95,117.46,46.5,15.02,3.474,14.11,4.96,1.65,1.111,0.2005,0.24450000000000002,0.6573,0.2813,0.057150000000000006,0.0035589999999999997
2018-06-11,6913.85,535.79,980.56,281.14,15.53,142.91,108.73,46.38,13.0,3.45,11.44,4.918,1.47,1.005,0.18080000000000002,0.23770000000000002,0.601,0.2526,0.04882,0.0034000000000000002
2018-06-12,6888.33,539.34,959.63,268.44,15.56,131.86,107.92,44.67,16.34,3.268,11.32,4.459,1.45,1.051,0.181,0.23650000000000002,0.599,0.25370000000000004,0.048470000000000006,0.0034400000000000003
2018-06-13,6623.0,501.67,882.72,251.6,15.12,121.98,100.38,39.95,14.9,2.984,10.31,4.291,1.29,1.051,0.1655,0.2228,0.5617,0.2303,0.04386,0.0034500000000000004
2018-06-14,6719.44,526.64,907.66,271.31,15.55,136.39,101.97,41.5,14.37,3.213,11.65,4.298,1.33,1.012,0.1748,0.219,0.5679000000000001,0.263,0.045520000000000005,0.003244
2018-06-15,6667.23,521.18,864.84,261.88,15.28,129.73,97.17,39.28,14.09,2.9450000000000003,11.25,3.998,1.3,1.042,0.171,0.2167,0.5596,0.24250000000000002,0.04594,0.003181
2018-06-16,6569.15,503.28,866.21,267.08,15.9,129.09,97.61,38.9,14.83,3.005,10.81,4.396,1.23,1.012,0.1647,0.2104,0.5383,0.2335,0.04345,0.0031400000000000004
2018-06-17,6585.77,500.48,851.78,269.22,17.0,125.99,96.67,39.11,14.63,3.259,10.75,4.32,1.21,1.021,0.16440000000000002,0.2082,0.5409,0.23550000000000001,0.043440000000000006,0.0031000000000000003
2018-06-18,6802.03,524.65,890.39,275.51,17.83,129.19,99.65,40.37,15.6,3.331,10.91,4.297,1.21,1.013,0.1685,0.21,0.5507000000000001,0.2409,0.045930000000000006,0.0031000000000000003
2018-06-19,6839.6,547.94,913.44,272.28,17.0,129.23,100.18,40.79,15.93,3.457,10.91,4.375,1.25,1.014,0.1709,0.212,0.5612,0.24070000000000003,0.05186,0.0032389999999999997
2018-06-20,6817.9,541.8,910.07,267.21,16.92,127.45,99.59,40.13,17.41,3.258,10.84,4.287,1.19,1.007,0.16690000000000002,0.20770000000000002,0.5501,0.2354,0.050210000000000005,0.003179
2018-06-21,6790.08,540.34,894.52,267.75,17.41,123.59,98.05,39.25,17.87,3.235,10.88,4.476,1.19,1.01,0.1635,0.2049,0.5485,0.23750000000000002,0.05054,0.003097
2018-06-22,6731.51,525.84,874.05,241.03,15.79,111.89,96.8,33.92,17.62,2.899,10.45,3.9210000000000003,1.18,1.111,0.1592,0.19590000000000002,0.5348,0.2273,0.049240000000000006,0.0030700000000000002
2018-06-23,6257.88,481.06,776.37,249.19,16.16,120.06,86.89,34.5,15.09,2.909,8.78,3.947,1.07,1.015,0.14200000000000002,0.17880000000000001,0.49560000000000004,0.2048,0.045020000000000004,0.0028
2018-06-24,6254.02,476.19,771.75,246.74,15.68,124.08,83.67,33.98,15.32,2.713,8.44,3.769,1.04,1.017,0.138,0.185,0.496,0.2025,0.044640000000000006,0.002734
2018-06-25,6344.45,473.27,777.54,246.41,15.15,130.22,83.76,32.7,16.05,2.769,8.49,3.838,1.06,1.015,0.13870000000000002,0.1757,0.49160000000000004,0.2026,0.0436,0.0027
2018-06-26,6286.36,461.18,737.91,235.56,14.67,127.8,80.31,31.04,15.93,2.682,8.25,3.641,1.03,1.034,0.1356,0.1689,0.48250000000000004,0.1983,0.0422,0.0027
2018-06-27,6192.11,446.12,720.41,233.01,14.43,130.2,81.13,30.68,15.6,2.676,8.26,3.574,1.02,1.008,0.1279,0.1605,0.4756,0.1928,0.03973,0.002535
2018-06-28,6172.23,443.51,686.94,220.41,14.36,128.99,77.74,29.54,15.69,2.568,8.07,3.664,1.0,1.051,0.1287,0.1613,0.4733,0.19260000000000002,0.039720000000000005,0.0025139999999999997
2018-06-29,6286.67,441.87,743.22,239.28,15.08,127.86,79.97,30.18,15.53,2.634,7.96,4.281,0.981,1.012,0.1268,0.1588,0.46030000000000004,0.1893,0.03801,0.0025139999999999997
2018-06-30,6503.33,462.56,785.74,244.5,15.09,134.86,83.33,31.79,16.89,2.715,8.32,4.534,1.04,1.016,0.1437,0.1683,0.48260000000000003,0.2026,0.04,0.0026000000000000003
2018-07-01,6429.5,453.56,742.94,238.09,14.58,133.06,80.63,31.37,16.43,2.667,8.25,4.437,1.09,1.009,0.1459,0.16920000000000002,0.4696,0.20140000000000002,0.038700000000000005,0.002574
2018-07-02,6673.71,481.83,796.27,253.31,15.02,142.5,86.27,37.09,17.08,2.805,9.19,4.214,1.19,1.008,0.15960000000000002,0.1938,0.4955,0.2167,0.04089,0.002778
2018-07-03,6670.3,486.76,830.79,256.41,14.5,141.45,87.81,38.86,17.16,2.7720000000000002,9.44,3.589,1.24,1.023,0.161,0.2165,0.5193,0.2212,0.04154,0.002763
2018-07-04,6777.97,481.79,792.78,247.32,14.37,144.12,87.12,48.43,17.49,2.779,9.43,2.401,1.26,1.026,0.1595,0.1998,0.5066,0.21710000000000002,0.040850000000000004,0.0027900000000000004
2018-07-05,6691.32,478.44,769.15,248.39,13.95,139.19,85.21,43.53,17.43,2.7199999999999998,9.2,2.396,1.22,1.023,0.1558,0.19720000000000001,0.5023,0.21380000000000002,0.040580000000000005,0.0027500000000000003
2018-07-06,6633.44,475.67,751.97,245.53,14.02,140.09,84.97,40.85,18.48,2.569,8.88,2.109,1.16,1.002,0.14750000000000002,0.19890000000000002,0.48140000000000005,0.2104,0.03937,0.002719
2018-07-07,6814.42,489.33,771.1,250.39,14.67,137.32,85.29,38.83,18.96,2.643,8.93,2.132,1.1,1.006,0.14850000000000002,0.1933,0.4867,0.209,0.03828,0.002699
2018-07-08,6782.85,495.23,773.36,246.9,14.13,138.17,84.71,40.94,18.98,2.606,9.01,2.8200000000000003,1.15,1.009,0.1495,0.1918,0.4883,0.2185,0.03858,0.002742
2018-07-09,6803.1,487.91,748.24,243.35,13.96,140.11,82.29,39.01,18.74,2.487,8.74,2.634,1.1,1.019,0.1463,0.19,0.48160000000000003,0.21380000000000002,0.037700000000000004,0.002709
2018-07-10,6683.61,473.06,696.91,221.37,12.92,129.1,77.07,36.78,18.2,2.2880000000000003,7.79,2.668,1.04,1.057,0.1406,0.186,0.47350000000000003,0.20700000000000002,0.036610000000000004,0.00269
2018-07-11,6405.59,447.09,711.69,225.85,12.99,129.55,80.89,34.7,16.7,2.329,7.41,2.7199999999999998,1.01,1.001,0.134,0.1777,0.45130000000000003,0.1966,0.03486,0.0025900000000000003
2018-07-12,6394.93,439.25,691.65,215.81,12.55,124.88,77.36,33.3,16.46,2.182,7.17,2.224,1.0,1.024,0.131,0.1756,0.44920000000000004,0.18960000000000002,0.0341,0.002588
2018-07-13,6349.21,438.52,702.72,242.09,12.38,124.22,77.62,33.59,16.81,2.135,7.24,2.329,1.0,1.021,0.1436,0.1721,0.445,0.2084,0.03459,0.0025900000000000003
2018-07-14,6332.46,438.69,705.23,226.3,12.32,123.68,77.36,33.58,16.73,2.1,7.1,2.101,0.9953000000000001,1.013,0.13920000000000002,0.1689,0.443,0.21330000000000002,0.0339,0.002519
2018-07-15,6401.5,452.24,728.07,234.84,12.37,125.57,79.17,33.95,16.98,1.988,7.52,2.395,1.02,1.007,0.14550000000000002,0.1792,0.4495,0.22310000000000002,0.034980000000000004,0.0026000000000000003
2018-07-16,6761.84,484.04,810.55,254.59,13.89,137.17,84.86,37.54,17.61,2.053,8.18,2.6550000000000002,1.11,1.005,0.1585,0.1814,0.484,0.2398,0.037770000000000005,0.00288
2018-07-17,7476.24,523.27,874.17,274.09,14.73,153.71,91.8,41.0,18.24,2.065,8.98,2.674,1.17,1.022,0.17470000000000002,0.19160000000000002,0.5196000000000001,0.2558,0.04089,0.003309
2018-07-18,7590.65,506.8,873.46,267.57,13.95,147.67,93.25,39.86,18.29,2.002,9.35,2.47,1.18,1.029,0.1887,0.21630000000000002,0.5236000000000001,0.3264,0.04358,0.0041
2018-07-19,7563.7,487.08,844.21,276.82,13.55,145.81,88.91,38.17,18.12,1.929,8.75,2.3689999999999998,1.09,1.012,0.1869,0.2016,0.49450000000000005,0.319,0.03977,0.00398
2018-07-20,7676.55,460.28,808.93,278.25,12.79,137.22,84.93,35.36,17.64,1.7309999999999999,8.55,2.269,1.04,1.046,0.1764,0.1938,0.47690000000000005,0.306,0.037860000000000005,0.003836
2018-07-21,7453.07,468.17,796.08,257.04,12.44,132.48,84.79,35.11,16.55,1.879,8.25,2.255,1.02,1.007,0.1671,0.1751,0.45890000000000003,0.2967,0.036460000000000006,0.0036000000000000003
2018-07-22,7569.28,464.49,804.97,258.88,12.28,132.88,83.53,34.3,16.33,1.8780000000000001,8.29,2.297,1.01,1.022,0.1748,0.1829,0.46280000000000004,0.3078,0.03645,0.0035700000000000003
2018-07-23,7798.59,477.74,836.63,262.57,12.69,142.47,86.75,34.8,16.91,1.9260000000000002,8.43,2.236,1.01,1.011,0.17270000000000002,0.193,0.46390000000000003,0.3033,0.036410000000000005,0.0039000000000000003
2018-07-24,8485.71,497.45,900.87,265.39,13.11,149.95,93.28,36.49,17.64,2.099,8.69,2.445,1.0,1.008,0.1792,0.18330000000000002,0.46890000000000004,0.30610000000000004,0.03969,0.003655
2018-07-25,8481.11,475.34,852.97,249.6,13.51,144.78,87.75,34.54,16.75,2.199,8.96,2.232,1.02,1.038,0.1741,0.184,0.468,0.3509,0.03921,0.0037
2018-07-26,8302.24,466.79,823.09,246.05,13.48,140.09,84.29,34.16,17.44,2.618,8.87,2.141,1.06,1.046,0.1695,0.19,0.46890000000000004,0.3497,0.038740000000000004,0.0035659999999999997
2018-07-27,8278.01,482.79,833.02,255.88,14.34,142.71,86.41,34.38,17.39,2.661,8.53,2.2720000000000002,1.04,1.011,0.1686,0.183,0.4601,0.3247,0.03705,0.00355
2018-07-28,8238.04,473.36,830.49,247.01,15.09,142.64,84.94,33.94,17.16,2.622,8.45,2.181,1.03,1.003,0.16590000000000002,0.1778,0.4582,0.3271,0.0369,0.003489
2018-07-29,8291.55,469.26,834.0,242.72,14.71,141.0,85.04,34.07,17.03,2.675,8.46,2.193,1.04,1.009,0.1637,0.1779,0.4582,0.3189,0.040920000000000005,0.0034000000000000002
2018-07-30,8273.61,466.28,826.6,241.52,13.98,135.89,84.21,33.49,17.42,2.616,8.35,2.253,1.02,1.011,0.1597,0.185,0.456,0.3078,0.03946,0.003297
2018-07-31,8176.27,434.57,777.4,223.32,14.17,127.94,79.05,30.45,16.72,2.411,7.74,2.1310000000000002,0.9867,1.058,0.1458,0.17650000000000002,0.4461,0.2954,0.036500000000000005,0.0032549999999999996
2018-08-01,7760.74,435.63,770.22,224.9,14.12,130.3,78.47,30.44,16.29,2.204,7.41,2.004,0.9503,1.02,0.1421,0.1777,0.4626,0.28390000000000004,0.03389,0.003048
2018-08-02,7713.32,419.05,763.28,217.82,14.25,128.52,77.08,29.55,15.56,1.9889999999999999,7.33,2.0,0.9373,1.024,0.13720000000000002,0.1631,0.44830000000000003,0.2811,0.033120000000000004,0.0030859999999999998
2018-08-03,7542.49,418.65,728.04,213.48,14.32,120.76,77.88,28.04,16.97,1.7149999999999999,7.25,1.964,0.9676,1.017,0.1345,0.1559,0.446,0.2691,0.03159,0.003019
2018-08-04,7490.89,411.18,702.49,204.22,13.97,115.65,74.88,27.01,16.93,1.587,7.3,1.963,0.9789,1.068,0.13,0.1545,0.4446,0.2606,0.031080000000000003,0.003
